"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"2",4685,4782,98,"*","Promoter (<=1kb)",2,3706,5513,1808,1,"AT2G01010","AT2G01010.1",979
"2",4838,4992,155,"*","Promoter (<=1kb)",2,5782,5945,164,1,"AT2G01020","AT2G01020.1",-790
"2",5066,5655,590,"*","Promoter (<=1kb)",2,5782,5945,164,1,"AT2G01020","AT2G01020.1",-127
"2",5722,6163,442,"*","Promoter (<=1kb)",2,5782,5945,164,1,"AT2G01020","AT2G01020.1",0
"2",6218,7051,834,"*","Promoter (<=1kb)",2,6571,6672,102,1,"AT2G01021","AT2G01021.1",0
"2",7131,7453,323,"*","Promoter (<=1kb)",2,6571,6672,102,1,"AT2G01021","AT2G01021.1",560
"2",7762,8036,275,"*","Promoter (1-2kb)",2,6571,6672,102,1,"AT2G01021","AT2G01021.1",1191
"2",8425,8794,370,"*","Promoter (<=1kb)",2,9648,9767,120,2,"AT2G01023","AT2G01023.1",973
"2",8890,9344,455,"*","Promoter (<=1kb)",2,9648,9767,120,2,"AT2G01023","AT2G01023.1",423
"2",9415,9591,177,"*","Promoter (<=1kb)",2,9648,9767,120,2,"AT2G01023","AT2G01023.1",176
"2",10251,10317,67,"*","Promoter (<=1kb)",2,9648,9767,120,2,"AT2G01023","AT2G01023.1",-484
"2",10393,10478,86,"*","Promoter (<=1kb)",2,9648,9767,120,2,"AT2G01023","AT2G01023.1",-626
"2",16831,16902,72,"*","Promoter (<=1kb)",2,14395,16377,1983,2,"AT2G01024","AT2G01024.1",-454
"2",23182,23249,68,"*","Promoter (<=1kb)",2,17624,22540,4917,2,"AT2G01026","AT2G01026.1",-642
"2",24955,25030,76,"*","Promoter (1-2kb)",2,23971,26923,2953,2,"AT2G01028","AT2G01028.1",1893
"2",25836,25938,103,"*","Promoter (<=1kb)",2,23971,26923,2953,2,"AT2G01028","AT2G01028.1",985
"2",28585,28634,50,"*","Promoter (<=1kb)",2,28465,38652,10188,1,"AT2G01029","AT2G01029.1",120
"2",43212,43348,137,"*","Distal Intergenic",2,39519,40358,840,2,"AT2G01031","AT2G01031.1",-2854
"2",44905,44947,43,"*","Exon (AT2G01034.1/AT2G01034, exon 1 of 1)",2,43427,48350,4924,2,"AT2G01034","AT2G01034.1",3403
"2",47046,47196,151,"*","Promoter (1-2kb)",2,43427,48350,4924,2,"AT2G01034","AT2G01034.1",1154
"2",47764,47821,58,"*","Promoter (<=1kb)",2,43427,48350,4924,2,"AT2G01034","AT2G01034.1",529
"2",48006,48060,55,"*","Promoter (<=1kb)",2,43427,48350,4924,2,"AT2G01034","AT2G01034.1",290
"2",49539,49641,103,"*","Promoter (1-2kb)",2,43427,48350,4924,2,"AT2G01034","AT2G01034.1",-1189
"2",61377,61413,37,"*","Exon (AT2G01037.1/AT2G01037, exon 1 of 1)",2,58705,64872,6168,2,"AT2G01037","AT2G01037.1",3459
"2",62134,62193,60,"*","Exon (AT2G01037.1/AT2G01037, exon 1 of 1)",2,58705,64872,6168,2,"AT2G01037","AT2G01037.1",2679
"2",63459,63550,92,"*","Promoter (1-2kb)",2,58705,64872,6168,2,"AT2G01037","AT2G01037.1",1322
"2",96524,96686,163,"*","Promoter (<=1kb)",2,94811,96655,1845,2,"AT2G01140","AT2G01140.1",0
"2",383196,383596,401,"*","Promoter (1-2kb)",2,385199,387344,2146,1,"AT2G01850","AT2G01850.1",-1603
"2",436556,436727,172,"*","Distal Intergenic",2,432849,435077,2229,1,"AT2G01940","AT2G01940.2",3707
"2",468291,468296,6,"*","Promoter (1-2kb)",2,465001,466724,1724,2,"AT2G01990","AT2G01990.1",-1567
"2",468348,468376,29,"*","Promoter (1-2kb)",2,465001,466724,1724,2,"AT2G01990","AT2G01990.1",-1624
"2",507737,507783,47,"*","Intron (AT2G02070.1/AT2G02070, intron 2 of 2)",2,505487,509425,3939,1,"AT2G02070","AT2G02070.1",2250
"2",519652,519915,264,"*","Promoter (1-2kb)",2,518159,521707,3549,2,"AT2G02080","AT2G02080.1",1792
"2",528567,529226,660,"*","Promoter (<=1kb)",2,528350,529108,759,1,"AT2G02100","AT2G02100.1",217
"2",812951,813010,60,"*","Distal Intergenic",2,808372,808872,501,1,"AT2G02830","AT2G02830.1",4579
"2",852964,853024,61,"*","Promoter (<=1kb)",2,851164,852222,1059,2,"AT2G02930","AT2G02930.1",-742
"2",891782,891831,50,"*","Promoter (1-2kb)",2,892823,893572,750,2,"AT2G03040","AT2G03040.1",1741
"2",893491,893798,308,"*","Promoter (<=1kb)",2,892823,893572,750,2,"AT2G03040","AT2G03040.1",0
"2",917381,917467,87,"*","Promoter (1-2kb)",2,916854,918643,1790,2,"AT2G03090","AT2G03090.1",1176
"2",999219,999549,331,"*","Promoter (<=1kb)",2,999422,1000606,1185,1,"AT2G03290","AT2G03290.1",0
"2",1085690,1085752,63,"*","Promoter (<=1kb)",2,1085560,1085988,429,2,"AT2G03570","AT2G03570.1",236
"2",1128806,1128855,50,"*","Promoter (<=1kb)",2,1129268,1131838,2571,1,"AT2G03710","AT2G03710.1",-413
"2",1136619,1136896,278,"*","Distal Intergenic",2,1137611,1140185,2575,2,"AT2G03730","AT2G03730.2",3289
"2",1512474,1512535,62,"*","Promoter (<=1kb)",2,1510450,1513142,2693,2,"AT2G04330","AT2G04330.1",607
"2",1631405,1631508,104,"*","Distal Intergenic",2,1631697,1636084,4388,2,"AT2G04670","AT2G04670.1",4576
"2",1635861,1635924,64,"*","Promoter (<=1kb)",2,1631697,1636084,4388,2,"AT2G04670","AT2G04670.1",160
"2",2092788,2092813,26,"*","Exon (AT2G05640.1/AT2G05640, exon 1 of 1)",2,2089484,2090454,971,1,"AT2G05635","AT2G05635.1",3304
"2",2211156,2211210,55,"*","Distal Intergenic",2,2208697,2208834,138,2,"AT2G05803","AT2G05803.1",-2322
"2",2402534,2402583,50,"*","Exon (AT2G06150.1/AT2G06150, exon 1 of 1)",2,2402284,2405055,2772,2,"AT2G06150","AT2G06150.1",2472
"2",2569137,2569206,70,"*","Promoter (<=1kb)",2,2564453,2569288,4836,2,"AT2G06470","AT2G06470.1",82
"2",2604796,2604878,83,"*","Promoter (<=1kb)",2,2604148,2604927,780,2,"AT2G06555","AT2G06555.1",49
"2",2812831,2812894,64,"*","Distal Intergenic",2,2815398,2816349,952,1,"AT2G06908","AT2G06908.1",-2504
"2",3216834,3216874,41,"*","Exon (AT2G07635.1/AT2G07635, exon 1 of 1)",2,3214012,3217563,3552,1,"AT2G07635","AT2G07635.1",2822
"2",3606157,3606203,47,"*","Promoter (1-2kb)",2,3604528,3605049,522,1,"AT2G07880","AT2G07880.1",1629
"2",3606515,3606564,50,"*","Promoter (1-2kb)",2,3604528,3605049,522,1,"AT2G07880","AT2G07880.1",1987
"2",3606646,3606715,70,"*","Distal Intergenic",2,3604528,3605049,522,1,"AT2G07880","AT2G07880.1",2118
"2",3607109,3607272,164,"*","Distal Intergenic",2,3604528,3605049,522,1,"AT2G07880","AT2G07880.1",2581
"2",3607716,3607783,68,"*","Distal Intergenic",2,3604528,3605049,522,1,"AT2G07880","AT2G07880.1",3188
"2",3614990,3615118,129,"*","Promoter (<=1kb)",2,3614986,3617716,2731,1,"AT2G07981","AT2G07981.1",4
"2",3615787,3615837,51,"*","Promoter (<=1kb)",2,3614986,3617716,2731,1,"AT2G07981","AT2G07981.1",801
"2",3616620,3616675,56,"*","Promoter (1-2kb)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",-1383
"2",3618423,3618497,75,"*","Promoter (<=1kb)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",365
"2",3618972,3619020,49,"*","Promoter (<=1kb)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",914
"2",3619528,3619634,107,"*","Promoter (1-2kb)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",1470
"2",3619949,3620042,94,"*","Promoter (1-2kb)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",1891
"2",3620896,3620973,78,"*","Exon (AT2G08986.1/AT2G08986, exon 15 of 46)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",2838
"2",3621142,3621245,104,"*","Exon (AT2G08986.1/AT2G08986, exon 17 of 46)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",3084
"2",3621525,3621578,54,"*","Exon (AT2G08986.1/AT2G08986, exon 19 of 46)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",3467
"2",3622493,3622660,168,"*","Exon (AT2G08986.1/AT2G08986, exon 24 of 46)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",4435
"2",3625428,3625484,57,"*","Intron (AT2G08986.1/AT2G08986, intron 40 of 45)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",7370
"2",3625912,3625968,57,"*","Exon (AT2G08986.1/AT2G08986, exon 43 of 46)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",7854
"2",3626107,3626287,181,"*","Exon (AT2G08986.1/AT2G08986, exon 45 of 46)",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",8049
"2",3626932,3627037,106,"*","Distal Intergenic",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",8874
"2",3627256,3627383,128,"*","Distal Intergenic",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",9198
"2",3627782,3627832,51,"*","Distal Intergenic",2,3618058,3626460,8403,1,"AT2G08986","AT2G08986.1",9724
"2",3639988,3640032,45,"*","Exon (AT2G09187.1/AT2G09187, exon 1 of 1)",2,3639603,3646073,6471,2,"AT2G09187","AT2G09187.1",6041
"2",3718295,3718346,52,"*","Distal Intergenic",2,3722449,3726114,3666,2,"AT2G09860","AT2G09860.1",7768
"2",3762556,3762594,39,"*","Promoter (<=1kb)",2,3758116,3762630,4515,2,"AT2G09920","AT2G09920.1",36
"2",3772834,3772889,56,"*","Promoter (<=1kb)",2,3772665,3773282,618,2,"AT2G09953","AT2G09953.1",393
"2",3866831,3866943,113,"*","Exon (AT2G10180.1/AT2G10180, exon 1 of 1)",2,3862892,3863553,662,2,"AT2G10175","AT2G10175.1",-3278
"2",3946236,3946290,55,"*","Promoter (<=1kb)",2,3945969,3953199,7231,1,"AT2G10280","AT2G10280.1",267
"2",4203764,4203821,58,"*","Promoter (1-2kb)",2,4200570,4202437,1868,2,"AT2G10680","AT2G10680.1",-1327
"2",4237462,4237530,69,"*","Promoter (<=1kb)",2,4237680,4243055,5376,1,"AT2G10780","AT2G10780.1",-150
"2",4242973,4243052,80,"*","Promoter (<=1kb)",2,4243132,4243592,461,2,"AT2G10790","AT2G10790.1",540
"2",4385143,4385242,100,"*","Exon (AT2G11050.1/AT2G11050, exon 1 of 1)",2,4386371,4389560,3190,2,"AT2G11060","AT2G11060.1",4318
"2",4483704,4483864,161,"*","Promoter (<=1kb)",2,4477686,4483748,6063,2,"AT2G11240","AT2G11240.1",0
"2",4564434,4564555,122,"*","Promoter (<=1kb)",2,4559903,4564733,4831,2,"AT2G11430","AT2G11430.1",178
"2",4711299,4711332,34,"*","Promoter (<=1kb)",2,4711129,4713879,2751,1,"AT2G11750","AT2G11750.1",170
"2",4740567,4740611,45,"*","Promoter (1-2kb)",2,4737795,4742118,4324,2,"AT2G11800","AT2G11800.1",1507
"2",4928354,4928416,63,"*","Promoter (<=1kb)",2,4926146,4928532,2387,2,"AT2G12300","AT2G12300.1",116
"2",4988862,4988911,50,"*","Promoter (<=1kb)",2,4986187,4989358,3172,2,"AT2G12380","AT2G12380.1",447
"2",5041913,5041962,50,"*","Promoter (<=1kb)",2,5041585,5044933,3349,1,"AT2G12450","AT2G12450.1",328
"2",5079250,5079260,11,"*","Exon (AT2G12490.1/AT2G12490, exon 1 of 1)",2,5074384,5079646,5263,1,"AT2G12490","AT2G12490.1",4866
"2",5104853,5104906,54,"*","Promoter (<=1kb)",2,5104418,5105816,1399,2,"AT2G12520","AT2G12520.1",910
"2",5104981,5105006,26,"*","Promoter (<=1kb)",2,5104418,5105816,1399,2,"AT2G12520","AT2G12520.1",810
"2",5106547,5106592,46,"*","Promoter (<=1kb)",2,5106678,5106974,297,2,"AT2G12530","AT2G12530.1",382
"2",5173221,5173269,49,"*","Promoter (1-2kb)",2,5172044,5177532,5489,1,"AT2G12650","AT2G12650.1",1177
"2",5227822,5227856,35,"*","Promoter (1-2kb)",2,5221309,5225867,4559,2,"AT2G12740","AT2G12740.1",-1955
"2",5233013,5233123,111,"*","Distal Intergenic",2,5228220,5230996,2777,2,"AT2G12750","AT2G12750.1",-2017
"2",5266539,5266603,65,"*","Promoter (<=1kb)",2,5267412,5268167,756,1,"AT2G12832","AT2G12832.1",-809
"2",5369105,5369183,79,"*","Promoter (<=1kb)",2,5368531,5371021,2491,1,"AT2G13050","AT2G13050.1",574
"2",5575620,5575665,46,"*","Promoter (1-2kb)",2,5576997,5577824,828,1,"AT2G13400","AT2G13400.1",-1332
"2",5781886,5781935,50,"*","Distal Intergenic",2,5782178,5786746,4569,2,"AT2G13830","AT2G13830.1",4811
"2",5809364,5809396,33,"*","Distal Intergenic",2,5809672,5813482,3811,2,"AT2G13860","AT2G13860.1",4086
"2",6089532,6089592,61,"*","Promoter (1-2kb)",2,6088339,6088813,475,1,"AT2G14365","AT2G14365.1",1193
"2",6269381,6269406,26,"*","Promoter (<=1kb)",2,6265313,6269688,4376,2,"AT2G14650","AT2G14650.1",282
"2",6269476,6269546,71,"*","Promoter (<=1kb)",2,6265313,6269688,4376,2,"AT2G14650","AT2G14650.1",142
"2",6718155,6718173,19,"*","Promoter (<=1kb)",2,6717778,6723519,5742,1,"AT2G15410","AT2G15410.1",377
"2",6718232,6718284,53,"*","Promoter (<=1kb)",2,6717778,6723519,5742,1,"AT2G15410","AT2G15410.1",454
"2",6725444,6725525,82,"*","Exon (AT2G15420.1/AT2G15420, exon 5 of 8)",2,6723948,6728183,4236,2,"AT2G15420","AT2G15420.1",2658
"2",7191001,7191258,258,"*","Promoter (<=1kb)",2,7190937,7191938,1002,1,"AT2G16586","AT2G16586.1",64
"2",7191323,7191414,92,"*","Promoter (<=1kb)",2,7190937,7191938,1002,1,"AT2G16586","AT2G16586.1",386
"2",7940239,7940449,211,"*","Promoter (<=1kb)",2,7939907,7941678,1772,1,"AT2G18250","AT2G18250.1",332
"2",7996360,7996414,55,"*","Promoter (<=1kb)",2,7995729,7997198,1470,2,"AT2G18440","AT2G18440.1",784
"2",7996571,7996747,177,"*","Promoter (<=1kb)",2,7995729,7997198,1470,2,"AT2G18440","AT2G18440.1",451
"2",7996873,7996932,60,"*","Promoter (<=1kb)",2,7995729,7997198,1470,2,"AT2G18440","AT2G18440.1",266
"2",8031119,8031202,84,"*","3' UTR",2,8031182,8033619,2438,2,"AT2G18510","AT2G18510.1",2417
"2",8117846,8117932,87,"*","Promoter (<=1kb)",2,8116999,8117106,108,1,"AT2G18721","AT2G18721.1",847
"2",8216057,8216326,270,"*","Distal Intergenic",2,8221631,8227622,5992,1,"AT2G18960","AT2G18960.1",-5305
"2",8430365,8430656,292,"*","Promoter (<=1kb)",2,8431482,8432105,624,1,"AT2G19460","AT2G19460.1",-826
"2",8475101,8475140,40,"*","Promoter (<=1kb)",2,8472134,8475153,3020,2,"AT2G19580","AT2G19580.1",13
"2",9037789,9038113,325,"*","Promoter (<=1kb)",2,9036793,9037650,858,2,"AT2G21060","AT2G21060.1",-139
"2",9264825,9266411,1587,"*","Promoter (<=1kb)",2,9265249,9266393,1145,2,"AT2G21660","AT2G21660.1",0
"2",9523004,9523319,316,"*","Distal Intergenic",2,9526095,9527830,1736,2,"AT2G22430","AT2G22430.1",4511
"2",9563550,9564270,721,"*","Promoter (<=1kb)",2,9563224,9564751,1528,2,"AT2G22500","AT2G22500.1",481
"2",9564332,9564366,35,"*","Promoter (<=1kb)",2,9563224,9564751,1528,2,"AT2G22500","AT2G22500.1",385
"2",9577489,9577857,369,"*","Promoter (<=1kb)",2,9572796,9577441,4646,2,"AT2G22530","AT2G22530.1",-48
"2",9580084,9580301,218,"*","Promoter (<=1kb)",2,9579874,9583893,4020,1,"AT2G22540","AT2G22540.1",210
"2",9770627,9770738,112,"*","Promoter (<=1kb)",2,9770894,9772932,2039,1,"AT2G22960","AT2G22960.1",-156
"2",9792088,9792167,80,"*","Promoter (<=1kb)",2,9792212,9795863,3652,1,"AT2G23000","AT2G23000.1",-45
"2",9842263,9842348,86,"*","Promoter (<=1kb)",2,9842043,9842634,592,1,"AT2G23120","AT2G23120.1",220
"2",9866651,9866899,249,"*","Promoter (<=1kb)",2,9866619,9866792,174,2,"AT2G23171","AT2G23171.1",0
"2",9868785,9869003,219,"*","Promoter (1-2kb)",2,9866619,9866792,174,2,"AT2G23171","AT2G23171.1",-1993
"2",9900255,9900304,50,"*","Promoter (1-2kb)",2,9897809,9899125,1317,2,"AT2G23250","AT2G23250.1",-1130
"2",10073849,10073955,107,"*","Promoter (1-2kb)",2,10072233,10073126,894,1,"AT2G23690","AT2G23690.1",1616
"2",10127775,10127840,66,"*","Promoter (<=1kb)",2,10125368,10127521,2154,2,"AT2G23790","AT2G23790.1",-254
"2",10135376,10135429,54,"*","Promoter (<=1kb)",2,10135175,10135465,291,1,"AT2G23808","AT2G23808.1",201
"2",10136032,10136133,102,"*","Promoter (<=1kb)",2,10135175,10135465,291,1,"AT2G23808","AT2G23808.1",857
"2",10137059,10137199,141,"*","Promoter (<=1kb)",2,10135605,10137561,1957,2,"AT2G23810","AT2G23810.1",362
"2",10191518,10191720,203,"*","Promoter (1-2kb)",2,10187043,10190412,3370,2,"AT2G23950","AT2G23950.1",-1106
"2",10945081,10945228,148,"*","Promoter (1-2kb)",2,10947096,10947245,150,1,"AT2G25697","AT2G25697.1",-1868
"2",11096361,11096412,52,"*","Promoter (<=1kb)",2,11094832,11095404,573,2,"AT2G26040","AT2G26040.1",-957
"2",11327293,11327339,47,"*","Promoter (<=1kb)",2,11327493,11328727,1235,1,"AT2G26630","AT2G26630.1",-154
"2",11722347,11722554,208,"*","Promoter (<=1kb)",2,11721539,11722468,930,2,"AT2G27400","AT2G27400.1",0
"2",11771437,11771870,434,"*","Promoter (1-2kb)",2,11773251,11774681,1431,1,"AT2G27550","AT2G27550.1",-1381
"2",11925420,11925682,263,"*","Promoter (<=1kb)",2,11921433,11924698,3266,2,"AT2G27990","AT2G27990.1",-722
"2",12002475,12002529,55,"*","3' UTR",2,12004708,12006122,1415,1,"AT2G28160","AT2G28160.1",-2179
"2",12002583,12002671,89,"*","Downstream (<=300bp)",2,12004708,12006122,1415,1,"AT2G28160","AT2G28160.1",-2037
"2",12078453,12078529,77,"*","Distal Intergenic",2,12081113,12084664,3552,1,"AT2G28305","AT2G28305.1",-2584
"2",12094575,12094648,74,"*","Promoter (<=1kb)",2,12094746,12099644,4899,1,"AT2G28320","AT2G28320.1",-98
"2",12228642,12228691,50,"*","Promoter (<=1kb)",2,12226091,12228543,2453,2,"AT2G28550","AT2G28550.2",-99
"2",12232688,12232939,252,"*","Distal Intergenic",2,12226091,12228543,2453,2,"AT2G28550","AT2G28550.2",-4145
"2",12234218,12234528,311,"*","Distal Intergenic",2,12236636,12238973,2338,2,"AT2G28560","AT2G28560.3",4445
"2",12389041,12389080,40,"*","Promoter (<=1kb)",2,12388201,12389872,1672,2,"AT2G28860","AT2G28860.1",792
"2",12407003,12407119,117,"*","Promoter (1-2kb)",2,12405596,12408235,2640,2,"AT2G28890","AT2G28890.1",1116
"2",12815491,12815572,82,"*","Promoter (1-2kb)",2,12814410,12816088,1679,1,"AT2G30020","AT2G30020.1",1081
"2",12941057,12941404,348,"*","Promoter (1-2kb)",2,12940455,12942409,1955,2,"AT2G30370","AT2G30370.1",1005
"2",13005737,13005880,144,"*","Promoter (<=1kb)",2,13002742,13005600,2859,2,"AT2G30520","AT2G30520.3",-137
"2",13139694,13139758,65,"*","Promoter (<=1kb)",2,13138997,13140245,1249,1,"AT2G30860","AT2G30860.2",697
"2",13275273,13275440,168,"*","Distal Intergenic",2,13277811,13278745,935,1,"AT2G31160","AT2G31160.1",-2371
"2",13276521,13276649,129,"*","Promoter (1-2kb)",2,13277811,13278745,935,1,"AT2G31160","AT2G31160.1",-1162
"2",13280686,13280772,87,"*","Distal Intergenic",2,13277811,13278745,935,1,"AT2G31160","AT2G31160.1",2875
"2",13372354,13372560,207,"*","Promoter (1-2kb)",2,13371658,13373606,1949,2,"AT2G31360","AT2G31360.1",1046
"2",13498834,13498959,126,"*","Promoter (1-2kb)",2,13497233,13500023,2791,1,"AT2G31750","AT2G31750.1",1601
"2",14195674,14195730,57,"*","Promoter (1-2kb)",2,14196752,14197706,955,1,"AT2G33520","AT2G33520.1",-1022
"2",14331203,14331612,410,"*","Distal Intergenic",2,14325269,14328978,3710,2,"AT2G33860","AT2G33860.1",-2225
"2",14339588,14340024,437,"*","Promoter (1-2kb)",2,14337366,14338251,886,2,"AT2G33870","AT2G33870.1",-1337
"2",14340296,14340484,189,"*","Distal Intergenic",2,14337366,14338251,886,2,"AT2G33870","AT2G33870.1",-2045
"2",14343581,14343842,262,"*","Promoter (<=1kb)",2,14341430,14343778,2349,2,"AT2G33880","AT2G33880.1",0
"2",14485912,14486148,237,"*","Promoter (<=1kb)",2,14486539,14487401,863,1,"AT2G34330","AT2G34330.1",-391
"2",14490696,14490936,241,"*","Promoter (1-2kb)",2,14488786,14489602,817,2,"AT2G34340","AT2G34340.1",-1094
"2",14522617,14522760,144,"*","Promoter (<=1kb)",2,14522524,14523568,1045,2,"AT2G34420","AT2G34420.1",808
"2",14522849,14522994,146,"*","Promoter (<=1kb)",2,14522524,14523568,1045,2,"AT2G34420","AT2G34420.1",574
"2",14523048,14523099,52,"*","Promoter (<=1kb)",2,14522524,14523568,1045,2,"AT2G34420","AT2G34420.1",469
"2",14523233,14523301,69,"*","Promoter (<=1kb)",2,14522524,14523568,1045,2,"AT2G34420","AT2G34420.1",267
"2",14733296,14733445,150,"*","Promoter (<=1kb)",2,14734270,14734536,267,1,"AT2G34925","AT2G34925.1",-825
"2",14733502,14733618,117,"*","Promoter (<=1kb)",2,14734270,14734536,267,1,"AT2G34925","AT2G34925.1",-652
"2",14735622,14735751,130,"*","Promoter (1-2kb)",2,14734270,14734536,267,1,"AT2G34925","AT2G34925.1",1352
"2",14780098,14780150,53,"*","Promoter (1-2kb)",2,14775063,14778870,3808,2,"AT2G35060","AT2G35060.2",-1228
"2",15008629,15008832,204,"*","Distal Intergenic",2,15005205,15005789,585,1,"AT2G35700","AT2G35700.1",3424
"2",15009438,15009825,388,"*","Distal Intergenic",2,15010796,15012354,1559,2,"AT2G35710","AT2G35710.2",2529
"2",15132597,15132864,268,"*","Promoter (1-2kb)",2,15130646,15130828,183,2,"AT2G36040","AT2G36040.1",-1769
"2",15193132,15193194,63,"*","Promoter (<=1kb)",2,15192480,15193698,1219,1,"AT2G36220","AT2G36220.1",652
"2",15206927,15207136,210,"*","Promoter (<=1kb)",2,15204764,15207528,2765,2,"AT2G36270","AT2G36270.1",392
"2",15272728,15272905,178,"*","Promoter (<=1kb)",2,15270088,15272823,2736,2,"AT2G36400","AT2G36400.1",0
"2",15275109,15275229,121,"*","Promoter (1-2kb)",2,15273645,15274632,988,1,"AT2G36402","AT2G36402.1",1464
"2",15346862,15347166,305,"*","Promoter (<=1kb)",2,15346160,15346232,73,1,"AT2G36600","AT2G36600.1",702
"2",15624910,15625117,208,"*","Promoter (1-2kb)",2,15621954,15623097,1144,2,"AT2G37200","AT2G37200.1",-1813
"2",15690236,15690592,357,"*","Distal Intergenic",2,15686758,15688003,1246,1,"AT2G37380","AT2G37380.1",3478
"2",15784277,15784638,362,"*","Promoter (<=1kb)",2,15781615,15783433,1819,2,"AT2G37630","AT2G37630.1",-844
"2",15785747,15785958,212,"*","Distal Intergenic",2,15781615,15783433,1819,2,"AT2G37630","AT2G37630.1",-2314
"2",15884084,15884143,60,"*","Promoter (<=1kb)",2,15882488,15883979,1492,2,"AT2G37950","AT2G37950.1",-105
"2",16061111,16061135,25,"*","Promoter (<=1kb)",2,16061954,16062060,107,1,"AT2G38325","AT2G38325.1",-819
"2",16127826,16127854,29,"*","Promoter (<=1kb)",2,16128378,16129158,781,1,"AT2G38530","AT2G38530.1",-524
"2",16391876,16391951,76,"*","Promoter (<=1kb)",2,16388886,16391073,2188,2,"AT2G39250","AT2G39250.1",-803
"2",16456266,16456519,254,"*","Promoter (<=1kb)",2,16455569,16458217,2649,1,"AT2G39410","AT2G39410.2",697
"2",16485829,16485877,49,"*","Promoter (<=1kb)",2,16477792,16485039,7248,2,"AT2G39480","AT2G39480.1",-790
"2",16504508,16504594,87,"*","Promoter (1-2kb)",2,16504846,16506008,1163,2,"AT2G39560","AT2G39560.1",1414
"2",16505447,16505523,77,"*","Promoter (<=1kb)",2,16504846,16506008,1163,2,"AT2G39560","AT2G39560.1",485
"2",16506831,16507009,179,"*","Promoter (<=1kb)",2,16504846,16506008,1163,2,"AT2G39560","AT2G39560.1",-823
"2",16549187,16549283,97,"*","Distal Intergenic",2,16543832,16545584,1753,2,"AT2G39700","AT2G39700.1",-3603
"2",16559081,16559127,47,"*","Distal Intergenic",2,16556856,16557577,722,1,"AT2G39705","AT2G39705.1",2225
"2",16641343,16641639,297,"*","Promoter (<=1kb)",2,16641761,16641907,147,2,"AT2G39865","AT2G39865.1",268
"2",16700749,16701183,435,"*","Promoter (<=1kb)",2,16698092,16700012,1921,2,"AT2G39990","AT2G39990.1",-737
"2",16701241,16701944,704,"*","Promoter (<=1kb)",2,16700510,16702028,1519,2,"AT2G40000","AT2G40000.1",84
"2",16749729,16749934,206,"*","Promoter (<=1kb)",2,16750035,16751084,1050,1,"AT2G40113","AT2G40113.1",-101
"2",16772656,16773343,688,"*","Promoter (<=1kb)",2,16772203,16774657,2455,1,"AT2G40140","AT2G40140.2",453
"2",16773619,16773805,187,"*","Promoter (1-2kb)",2,16772203,16774657,2455,1,"AT2G40140","AT2G40140.2",1416
"2",16773907,16774235,329,"*","Promoter (1-2kb)",2,16775442,16777243,1802,1,"AT2G40150","AT2G40150.1",-1207
"2",16909932,16910247,316,"*","Promoter (<=1kb)",2,16910364,16912592,2229,1,"AT2G40480","AT2G40480.1",-117
"2",17031996,17032369,374,"*","Promoter (<=1kb)",2,17032464,17034600,2137,1,"AT2G40810","AT2G40810.1",-95
"2",17114080,17114174,95,"*","Promoter (<=1kb)",2,17113866,17114804,939,2,"AT2G41010","AT2G41010.1",630
"2",17114312,17114361,50,"*","Promoter (<=1kb)",2,17113866,17114804,939,2,"AT2G41010","AT2G41010.1",443
"2",17114584,17114612,29,"*","Promoter (<=1kb)",2,17113866,17114804,939,2,"AT2G41010","AT2G41010.1",192
"2",17196620,17196693,74,"*","Promoter (<=1kb)",2,17196651,17196758,108,2,"AT2G41233","AT2G41233.1",65
"2",17240889,17241176,288,"*","Promoter (<=1kb)",2,17237745,17240440,2696,2,"AT2G41370","AT2G41370.1",-449
"2",17250312,17250355,44,"*","Promoter (1-2kb)",2,17251941,17253057,1117,1,"AT2G41380","AT2G41380.1",-1586
"2",17262149,17262257,109,"*","Promoter (<=1kb)",2,17261728,17262884,1157,2,"AT2G41410","AT2G41410.1",627
"2",17269138,17269338,201,"*","Promoter (<=1kb)",2,17269232,17270537,1306,1,"AT2G41430","AT2G41430.3",0
"2",17269403,17269554,152,"*","Promoter (<=1kb)",2,17269232,17270542,1311,1,"AT2G41430","AT2G41430.5",171
"2",17269617,17270439,823,"*","Promoter (<=1kb)",2,17269232,17270542,1311,1,"AT2G41430","AT2G41430.5",385
